Manufacturer,Model&Make,Mark,Prediction
Olympus,XZ-1,NA,Olympus-XZ-1.csv
Olympus,XZ-10,NA,Olympus-XZ-10.csv
Olympus,XZ-2,NA,Olympus-XZ-2.csv
OnePlus,7T Front Camera,NA,OnePlus-7T-Front-Camera.csv
OnePlus,7T Rear Main Camera,NA,OnePlus-7T-Rear-Main-Camera.csv
OnePlus,8 Front Camera,NA,OnePlus-8-Front-Camera.csv
OnePlus,8 Pro Front Camera,NA,OnePlus-8-Pro-Front-Camera.csv
OnePlus,8 Pro Rear Main Camera,NA,OnePlus-8-Pro-Rear-Main-Camera.csv
OnePlus,8 Rear Main Camera,NA,OnePlus-8-Rear-Main-Camera.csv
Pentax,645D,NA,PENTAX-645D.csv
Pentax,645Z,NA,PENTAX-645Z.csv
Pentax,K-01,NA,PENTAX-K-01.csv
Pentax,K-1,NA,PENTAX-K-1.csv
Pentax,K-1,II,PENTAX-K-1-Mark-II.csv
Pentax,K-3,NA,PENTAX-K-3.csv
Pentax,K-3,II,PENTAX-K-3-II.csv
Pentax,K-3,III,PENTAX-K-3-Mark-III.csv
Pentax,K-5,NA,PENTAX-K-5.csv
Pentax,K-5,II,PENTAX-K-5-II.csv
Pentax,K-5,IIs,PENTAX-K-5-II-s.csv
Pentax,K-50,NA,PENTAX-K-50.csv
Pentax,K-500,NA,PENTAX-K-500.csv
Pentax,K-7,NA,PENTAX-K-7.csv
Pentax,K-70,NA,PENTAX-K-70.csv
Pentax,K-S1,NA,PENTAX-K-S1.csv
Pentax,K-S2,NA,PENTAX-K-S2.csv
Pentax,K-r,NA,PENTAX-K-r.csv
Pentax,K-x,NA,PENTAX-K-x.csv
Pentax,KF,NA,PENTAX-KF.csv
Pentax,KP,NA,PENTAX-KP.csv
Pentax,MX-1,NA,PENTAX-MX-1.csv
Pentax,Q,NA,PENTAX-Q.csv
Pentax,Q10,NA,PENTAX-Q10.csv
Pentax,Q7,NA,PENTAX-Q7.csv
Panasonic,DC-FZ1000M2,NA,Panasonic-DC-FZ1000M2.csv
Panasonic,DC-FZ80,NA,Panasonic-DC-FZ80.csv
Panasonic,DC-G100,NA,Panasonic-DC-G100.csv
Panasonic,DC-G9,NA,Panasonic-DC-G9.csv
Panasonic,DC-G99,NA,Panasonic-DC-G99.csv
Panasonic,DC-GF10,NA,Panasonic-DC-GF10.csv
Panasonic,DC-GF9,NA,Panasonic-DC-GF9.csv
Panasonic,DC-GH5,NA,Panasonic-DC-GH5.csv
Panasonic,DC-GH5M2,NA,Panasonic-DC-GH5M2.csv
Panasonic,DC-GH5S,NA,Panasonic-DC-GH5S.csv
Panasonic,DC-GH6,NA,Panasonic-DC-GH6.csv
Panasonic,DC-GX9,NA,Panasonic-DC-GX9.csv
Panasonic,DC-LX100M2,NA,Panasonic-DC-LX100M2.csv
Panasonic,DC-S1,NA,Panasonic-DC-S1.csv
Panasonic,DC-S1H,NA,Panasonic-DC-S1H.csv
Panasonic,DC-S1R,NA,Panasonic-DC-S1R.csv
Panasonic,DC-S5,NA,Panasonic-DC-S5.csv
Panasonic,DC-ZS200,NA,Panasonic-DC-ZS200.csv
Panasonic,DC-ZS70,NA,Panasonic-DC-ZS70.csv
Panasonic,DC-ZS80,NA,Panasonic-DC-ZS80.csv
Panasonic,DMC-CM1,NA,Panasonic-DMC-CM1.csv
Panasonic,DMC-CM10,NA,Panasonic-DMC-CM10.csv
Panasonic,DMC-FX150,NA,Panasonic-DMC-FX150.csv
Panasonic,DMC-FZ100,NA,Panasonic-DMC-FZ100.csv
Panasonic,DMC-FZ1000,NA,Panasonic-DMC-FZ1000.csv
Panasonic,DMC-FZ150,NA,Panasonic-DMC-FZ150.csv
Panasonic,DMC-FZ18,NA,Panasonic-DMC-FZ18.csv
Panasonic,DMC-FZ200,NA,Panasonic-DMC-FZ200.csv
Panasonic,DMC-FZ2500,NA,Panasonic-DMC-FZ2500.csv
Panasonic,DMC-FZ28,NA,Panasonic-DMC-FZ28.csv
Panasonic,DMC-FZ30,NA,Panasonic-DMC-FZ30.csv
Panasonic,DMC-FZ300,NA,Panasonic-DMC-FZ300.csv
Panasonic,DMC-FZ35,NA,Panasonic-DMC-FZ35.csv
Panasonic,DMC-FZ40,NA,Panasonic-DMC-FZ40.csv
Panasonic,DMC-FZ50,NA,Panasonic-DMC-FZ50.csv
Panasonic,DMC-FZ70,NA,Panasonic-DMC-FZ70.csv
Panasonic,DMC-FZ8,NA,Panasonic-DMC-FZ8.csv
Panasonic,DMC-G1,NA,Panasonic-DMC-G1.csv
Panasonic,DMC-G10,NA,Panasonic-DMC-G10.csv
Panasonic,DMC-G2,NA,Panasonic-DMC-G2.csv
Panasonic,DMC-G3,NA,Panasonic-DMC-G3.csv
Panasonic,DMC-G5,NA,Panasonic-DMC-G5.csv
Panasonic,DMC-G6,NA,Panasonic-DMC-G6.csv
Panasonic,DMC-G7,NA,Panasonic-DMC-G7.csv
Panasonic,DMC-G8,NA,Panasonic-DMC-G8.csv
Panasonic,DMC-GF1,NA,Panasonic-DMC-GF1.csv
Panasonic,DMC-GF2,NA,Panasonic-DMC-GF2.csv
Panasonic,DMC-GF3,NA,Panasonic-DMC-GF3.csv
Panasonic,DMC-GF5,NA,Panasonic-DMC-GF5.csv
Panasonic,DMC-GF6,NA,Panasonic-DMC-GF6.csv
Panasonic,DMC-GF7,NA,Panasonic-DMC-GF7.csv
Panasonic,DMC-GF8,NA,Panasonic-DMC-GF8.csv
Panasonic,DMC-GH1,NA,Panasonic-DMC-GH1.csv
Panasonic,DMC-GH2,NA,Panasonic-DMC-GH2.csv
Panasonic,DMC-GH3,NA,Panasonic-DMC-GH3.csv
Panasonic,DMC-GH4,NA,Panasonic-DMC-GH4.csv
Panasonic,DMC-GM1,NA,Panasonic-DMC-GM1.csv
Panasonic,DMC-GM5,NA,Panasonic-DMC-GM5.csv
Panasonic,DMC-GX1,NA,Panasonic-DMC-GX1.csv
Panasonic,DMC-GX7,NA,Panasonic-DMC-GX7.csv
Panasonic,DMC-GX8,NA,Panasonic-DMC-GX8.csv
Panasonic,DMC-GX85,NA,Panasonic-DMC-GX85.csv
Panasonic,DMC-L1,NA,Panasonic-DMC-L1.csv
Panasonic,DMC-L10,NA,Panasonic-DMC-L10.csv
Panasonic,DMC-LC1,NA,Panasonic-DMC-LC1.csv
Panasonic,DMC-LF1,NA,Panasonic-DMC-LF1.csv
Panasonic,DMC-LX1,NA,Panasonic-DMC-LX1.csv
Panasonic,DMC-LX100,NA,Panasonic-DMC-LX100.csv
Panasonic,DMC-LX2,NA,Panasonic-DMC-LX2.csv
Panasonic,DMC-LX3,NA,Panasonic-DMC-LX3.csv
Panasonic,DMC-LX5,NA,Panasonic-DMC-LX5.csv
Panasonic,DMC-LX7,NA,Panasonic-DMC-LX7.csv
Panasonic,DMC-LX9,NA,Panasonic-DMC-LX9.csv
Panasonic,DMC-ZS100,NA,Panasonic-DMC-ZS100.csv
Panasonic,DMC-ZS40,NA,Panasonic-DMC-ZS40.csv
Panasonic,DMC-ZS50,NA,Panasonic-DMC-ZS50.csv
Panasonic,DMC-ZS60,NA,Panasonic-DMC-ZS60.csv
Pentax,*istD,NA,Pentax-*istD.csv
Pentax,*istDL,NA,Pentax-*istDL.csv
Pentax,*istDL2,NA,Pentax-*istDL2.csv
Pentax,*istDS,NA,Pentax-*istDS.csv
Pentax,*istDS2,NA,Pentax-*istDS2.csv
Pentax,K-30,NA,Pentax-K-30.csv
Pentax,K-m,NA,Pentax-K-m.csv
Pentax,K100D,NA,Pentax-K100D.csv
Pentax,K100D Super,NA,Pentax-K100D-Super.csv
Pentax,K10D,NA,Pentax-K10D.csv
Pentax,K110D,NA,Pentax-K110D.csv
Pentax,K2000,NA,Pentax-K2000.csv
Pentax,K200D,NA,Pentax-K200D.csv
Pentax,K20D,NA,Pentax-K20D.csv
Phase,One H25,NA,Phase-One-H25.csv
Phase,One IQ140,NA,Phase-One-IQ140.csv
Phase,One IQ150,NA,Phase-One-IQ150.csv
Phase,One IQ160,NA,Phase-One-IQ160.csv
Phase,One IQ180,NA,Phase-One-IQ180.csv
Phase,One IQ250,NA,Phase-One-IQ250.csv
Phase,One IQ260,NA,Phase-One-IQ260.csv
Phase,One IQ280,NA,Phase-One-IQ280.csv
Phase,One IQ3 100MP,NA,Phase-One-IQ3-100MP.csv
Phase,One IQ3 100MP Trichr,NA,Phase-One-IQ3-100MP-Trichr.csv
Phase,One IQ3 50MP,NA,Phase-One-IQ3-50MP.csv
Phase,One IQ3 60MP,NA,Phase-One-IQ3-60MP.csv
Phase,One IQ3 80MP,NA,Phase-One-IQ3-80MP.csv
Phase,One IQ4 150MP,NA,Phase-One-IQ4-150MP.csv
Phase,One P20,NA,Phase-One-P20.csv
Phase,One P20+,NA,Phase-One-P20+.csv
Phase,One P21,NA,Phase-One-P21.csv
Phase,One P21+,NA,Phase-One-P21+.csv
Phase,One P25,NA,Phase-One-P25.csv
Phase,One P25+,NA,Phase-One-P25+.csv
Phase,One P30,NA,Phase-One-P30.csv
Phase,One P30+,NA,Phase-One-P30+.csv
Phase,One P40+,NA,Phase-One-P40+.csv
Phase,One P45,NA,Phase-One-P45.csv
Phase,One P45+,NA,Phase-One-P45+.csv
Phase,One P65+,NA,Phase-One-P65+.csv
Google,Pixel 2 XL-Google-google,NA,Pixel-2-XL-Google-google.csv
Google,Pixel 2-Google-google,NA,Pixel-2-Google-google.csv
Google,Pixel 3 XL-Google-google,NA,Pixel-3-XL-Google-google.csv
Google,Pixel 3-Google-google,NA,Pixel-3-Google-google.csv
Google,Pixel XL-Google-google,NA,Pixel-XL-Google-google.csv
Google,Pixel-Google-google,NA,Pixel-Google-google.csv
RICOH,GR A12 50mm F2.5 MACRO,NA,RICOH-GR-A12-50mm-F2.csv
RICOH,GR,III,RICOH-GR-III.csv
RICOH,GR,IIIx,RICOH-GR-IIIx.csv
RICOH,GR LENS A12 28mm F2.5,NA,RICOH-GR-LENS-A12-28mm-F2.csv
RICOH,GXR MOUNT A12,NA,RICOH-GXR-MOUNT-A12.csv
RICOH,RICOH LENS A16 24-85mm F3.5-5.5,NA,RICOH-RICOH-LENS-A16-24-85mm-F3.csv
RICOH,S10 24-72mm F2.5-4.4 VC,NA,RICOH-S10-24-72mm-F2.csv
RICOH,THETA Z1,NA,RICOH-THETA-Z1.csv
Ricoh,GR DIGITAL,III,Ricoh-GR-DIGITAL-3.csv
Ricoh,GR DIGITAL,IV,Ricoh-GR-DIGITAL-4.csv
Ricoh,RICOH GX200,NA,Ricoh-RICOH-GX200.csv
Samsung,Galaxy S,II,NA
Samsung,GX20,NA,SAMSUNG-GX20.csv
SIGMA,fp,NA,SIGMA-fp.csv
SIGMA,fp L,NA,SIGMA-fp-L.csv
Samsung,EX1,NA,Samsung-EX1.csv
Samsung,EX2F,NA,Samsung-EX2F.csv
Samsung,GX-1L,NA,Samsung-GX-1L.csv
Samsung,GX-1S,NA,Samsung-GX-1S.csv
Samsung,GX10,NA,Samsung-GX10.csv
Samsung,Galaxy Note 20 Rear Main Camera,NA,Samsung-Galaxy-Note-20-Rear-Main-Camera.csv
Samsung,Galaxy Note 20 Ultra Rear Main Camera,NA,Samsung-Galaxy-Note-20-Ultra-Rear-Main-Camera.csv
Samsung,Galaxy Note 9,NA,Samsung-Galaxy-Note-9.csv
Samsung,Galaxy S20 Front Camera,NA,Samsung-Galaxy-S20-Front-Camera.csv
Samsung,Galaxy S20 Rear Main Camera,NA,Samsung-Galaxy-S20-Rear-Main-Camera.csv
Samsung,Galaxy S20 Ultra Front Camera,NA,Samsung-Galaxy-S20-Ultra-Front-Camera.csv
Samsung,Galaxy S20 Ultra Rear Main Camera,NA,Samsung-Galaxy-S20-Ultra-Rear-Main-Camera.csv
Samsung,Galaxy S20+ Front Camera,NA,Samsung-Galaxy-S20+-Front-Camera.csv
Samsung,Galaxy S20+ Rear Main Camera,NA,Samsung-Galaxy-S20+-Rear-Main-Camera.csv
Samsung,Galaxy S21 Rear Main Camera,NA,Samsung-Galaxy-S21-Rear-Main-Camera.csv
Samsung,Galaxy S21 Rear Wide Camera,NA,Samsung-Galaxy-S21-Rear-Wide-Camera.csv
Samsung,Galaxy S21 Ultra Rear Main Camera,NA,Samsung-Galaxy-S21-Ultra-Rear-Main-Camera.csv
Samsung,Galaxy S21 Ultra Rear Super Telephoto Camera,NA,Samsung-Galaxy-S21-Ultra-Rear-Super-Telephoto-Camera.csv
Samsung,Galaxy S21 Ultra Rear Telephoto Camera,NA,Samsung-Galaxy-S21-Ultra-Rear-Telephoto-Camera.csv
Samsung,Galaxy S21 Ultra Rear Wide Camera,NA,Samsung-Galaxy-S21-Ultra-Rear-Wide-Camera.csv
Samsung,Galaxy S21+ Rear Main Camera,NA,Samsung-Galaxy-S21+-Rear-Main-Camera.csv
Samsung,Galaxy S21+ Rear Wide Camera,NA,Samsung-Galaxy-S21+-Rear-Wide-Camera.csv
Samsung,Galaxy S22 Front Camera,NA,Samsung-Galaxy-S22-Front-Camera.csv
Samsung,Galaxy S22 Rear Telephoto Camera,NA,Samsung-Galaxy-S22-Rear-Telephoto-Camera.csv
Samsung,Galaxy S22 Rear Ultrawide Camera,NA,Samsung-Galaxy-S22-Rear-Ultrawide-Camera.csv
Samsung,Galaxy S22 Rear Wide Camera,NA,Samsung-Galaxy-S22-Rear-Wide-Camera.csv
Samsung,Galaxy S22 Ultra Front Camera,NA,Samsung-Galaxy-S22-Ultra-Front-Camera.csv
Samsung,Galaxy S22 Ultra Rear Super Telephoto Camera,NA,Samsung-Galaxy-S22-Ultra-Rear-Super-Telephoto-Camera.csv
Samsung,Galaxy S22 Ultra Rear Telephoto Camera,NA,Samsung-Galaxy-S22-Ultra-Rear-Telephoto-Camera.csv
Samsung,Galaxy S22 Ultra Rear Ultrawide Camera,NA,Samsung-Galaxy-S22-Ultra-Rear-Ultrawide-Camera.csv
Samsung,Galaxy S22 Ultra Rear Wide Camera,NA,Samsung-Galaxy-S22-Ultra-Rear-Wide-Camera.csv
Samsung,Galaxy S22+ Front Camera,NA,Samsung-Galaxy-S22+-Front-Camera.csv
Samsung,Galaxy S22+ Front Camera Adobe Standard,NA,Samsung-Galaxy-S22+-Front-Camera-Adobe-Standard.csv
Samsung,Galaxy S22+ Rear Telephoto Camera,NA,Samsung-Galaxy-S22+-Rear-Telephoto-Camera.csv
Samsung,Galaxy S22+ Rear Ultrawide Camera,NA,Samsung-Galaxy-S22+-Rear-Ultrawide-Camera.csv
Samsung,Galaxy S22+ Rear Wide Camera,NA,Samsung-Galaxy-S22+-Rear-Wide-Camera.csv
Samsung,Galaxy S6,NA,Samsung-Galaxy-S6.csv
Samsung,Galaxy S6 Edge,NA,Samsung-Galaxy-S6-Edge.csv
Samsung,Galaxy S7,NA,Samsung-Galaxy-S7.csv
Samsung,Galaxy S7 Edge,NA,Samsung-Galaxy-S7-Edge.csv
Samsung,Galaxy S8,NA,Samsung-Galaxy-S8.csv
Samsung,Galaxy S8+,NA,Samsung-Galaxy-S8+.csv
Samsung,Galaxy S9,NA,Samsung-Galaxy-S9.csv
Samsung,Galaxy S9+,NA,Samsung-Galaxy-S9+.csv
Samsung,Galaxy Z Fold3 Rear Main Camera,NA,Samsung-Galaxy-Z-Fold3-Rear-Main-Camera.csv
Samsung,Galaxy Z Fold3 Rear Telephoto Camera,NA,Samsung-Galaxy-Z-Fold3-Rear-Telephoto-Camera.csv
Samsung,Galaxy Z Fold3 Rear Ultrawide Camera,NA,Samsung-Galaxy-Z-Fold3-Rear-Ultrawide-Camera.csv
Samsung,Galaxy Z Fold4 Rear Telephoto Camera,NA,Samsung-Galaxy-Z-Fold4-Rear-Telephoto-Camera.csv
Samsung,Galaxy Z Fold4 Rear Ultrawide Camera,NA,Samsung-Galaxy-Z-Fold4-Rear-Ultrawide-Camera.csv
Samsung,Galaxy Z Fold4 Rear Wide Camera,NA,Samsung-Galaxy-Z-Fold4-Rear-Wide-Camera.csv
Samsung,NX U,NA,Samsung-NX-U.csv
Samsung,NX mini,NA,Samsung-NX-mini.csv
Samsung,NX1,NA,Samsung-NX1.csv
Samsung,NX10,NA,Samsung-NX10.csv
Samsung,NX100,NA,Samsung-NX100.csv
Samsung,NX1000,NA,Samsung-NX1000.csv
Samsung,NX11,NA,Samsung-NX11.csv
Samsung,NX1100,NA,Samsung-NX1100.csv
Samsung,NX20,NA,Samsung-NX20.csv
Samsung,NX200,NA,Samsung-NX200.csv
Samsung,NX2000,NA,Samsung-NX2000.csv
Samsung,NX210,NA,Samsung-NX210.csv
Samsung,NX30,NA,Samsung-NX30.csv
Samsung,NX300,NA,Samsung-NX300.csv
Samsung,NX3000,NA,Samsung-NX3000.csv
Samsung,NX3300,NA,Samsung-NX3300.csv
Samsung,NX5,NA,Samsung-NX5.csv
Samsung,NX500,NA,Samsung-NX500.csv
Samsung,WB2000,NA,Samsung-WB2000.csv
Sony,DCZV1B,NA,Sony-DCZV1B.csv
Sony,DSC-HX95,NA,Sony-DSC-HX95.csv
Sony,DSC-HX99,NA,Sony-DSC-HX99.csv
Sony,DSC-R1,NA,Sony-DSC-R1.csv
Sony,DSC-RX0,NA,Sony-DSC-RX0.csv
Sony,DSC-RX0M2,NA,Sony-DSC-RX0M2.csv
Sony,DSC-RX1,NA,Sony-DSC-RX1.csv
Sony,DSC-RX10,NA,Sony-DSC-RX10.csv
Sony,DSC-RX100,NA,Sony-DSC-RX100.csv
Sony,DSC-RX100M2,NA,Sony-DSC-RX100M2.csv
Sony,DSC-RX100M3,NA,Sony-DSC-RX100M3.csv
Sony,DSC-RX100M4,NA,Sony-DSC-RX100M4.csv
Sony,DSC-RX100M5,NA,Sony-DSC-RX100M5.csv
Sony,DSC-RX100M5A,NA,Sony-DSC-RX100M5A.csv
Sony,DSC-RX100M6,NA,Sony-DSC-RX100M6.csv
Sony,DSC-RX100M7,NA,Sony-DSC-RX100M7.csv
Sony,DSC-RX10M2,NA,Sony-DSC-RX10M2.csv
Sony,DSC-RX10M3,NA,Sony-DSC-RX10M3.csv
Sony,DSC-RX10M4,NA,Sony-DSC-RX10M4.csv
Sony,DSC-RX1R,NA,Sony-DSC-RX1R.csv
Sony,DSC-RX1RM2,NA,Sony-DSC-RX1RM2.csv
Sony,DSC-V3,NA,Sony-DSC-V3.csv
Sony,DSLR-A100,NA,Sony-DSLR-A100.csv
Sony,DSLR-A200,NA,Sony-DSLR-A200.csv
Sony,DSLR-A230,NA,Sony-DSLR-A230.csv
Sony,DSLR-A290,NA,Sony-DSLR-A290.csv
Sony,DSLR-A300,NA,Sony-DSLR-A300.csv
Sony,DSLR-A330,NA,Sony-DSLR-A330.csv
Sony,DSLR-A350,NA,Sony-DSLR-A350.csv
Sony,DSLR-A380,NA,Sony-DSLR-A380.csv
Sony,DSLR-A390,NA,Sony-DSLR-A390.csv
Sony,DSLR-A450,NA,Sony-DSLR-A450.csv
Sony,DSLR-A500,NA,Sony-DSLR-A500.csv
Sony,DSLR-A550,NA,Sony-DSLR-A550.csv
Sony,DSLR-A560,NA,Sony-DSLR-A560.csv
Sony,DSLR-A580,NA,Sony-DSLR-A580.csv
Sony,DSLR-A700,NA,Sony-DSLR-A700.csv
Sony,DSLR-A850,NA,Sony-DSLR-A850.csv
Sony,DSLR-A900,NA,Sony-DSLR-A900.csv
Sony,ILCA-68,NA,Sony-ILCA-68.csv
Sony,ILCA-77M2,NA,Sony-ILCA-77M2.csv
Sony,ILCA-99M2,NA,Sony-ILCA-99M2.csv
Sony,ILCE-1,NA,Sony-ILCE-1.csv
Sony,ILCE-3000,NA,Sony-ILCE-3000.csv
Sony,ILCE-5000,NA,Sony-ILCE-5000.csv
Sony,ILCE-5100,NA,Sony-ILCE-5100.csv
Sony,ILCE-6000,NA,Sony-ILCE-6000.csv
Sony,ILCE-6100,NA,Sony-ILCE-6100.csv
Sony,ILCE-6300,NA,Sony-ILCE-6300.csv
Sony,ILCE-6400,NA,Sony-ILCE-6400.csv
Sony,ILCE-6500,NA,Sony-ILCE-6500.csv
Sony,ILCE-6600,NA,Sony-ILCE-6600.csv
Sony,ILCE-7,NA,Sony-ILCE-7.csv
Sony,ILCE-7C,NA,Sony-ILCE-7C.csv
Sony,ILCE-7M2,NA,Sony-ILCE-7M2.csv
Sony,ILCE-7M3,NA,Sony-ILCE-7M3.csv
Sony,ILCE-7M4,NA,Sony-ILCE-7M4.csv
Sony,ILCE-7R,NA,Sony-ILCE-7R.csv
Sony,ILCE-7RM2,NA,Sony-ILCE-7RM2.csv
Sony,ILCE-7RM3,NA,Sony-ILCE-7RM3.csv
Sony,ILCE-7RM3A,NA,Sony-ILCE-7RM3A.csv
Sony,ILCE-7RM4,NA,Sony-ILCE-7RM4.csv
Sony,ILCE-7RM4A,NA,Sony-ILCE-7RM4A.csv
Sony,ILCE-7RM5,NA,Sony-ILCE-7RM5.csv
Sony,ILCE-7S,NA,Sony-ILCE-7S.csv
Sony,ILCE-7SM2,NA,Sony-ILCE-7SM2.csv
Sony,ILCE-7SM3,NA,Sony-ILCE-7SM3.csv
Sony,ILCE-9,NA,Sony-ILCE-9.csv
Sony,ILCE-9M2,NA,Sony-ILCE-9M2.csv
Sony,ILCE-QX1,NA,Sony-ILCE-QX1.csv
Sony,ILME-FX3,NA,Sony-ILME-FX3.csv
Sony,ILME-FX30,NA,Sony-ILME-FX30.csv
Sony,NEX-3,NA,Sony-NEX-3.csv
Sony,NEX-3N,NA,Sony-NEX-3N.csv
Sony,NEX-5,NA,Sony-NEX-5.csv
Sony,NEX-5N,NA,Sony-NEX-5N.csv
Sony,NEX-5R,NA,Sony-NEX-5R.csv
Sony,NEX-5T,NA,Sony-NEX-5T.csv
Sony,NEX-6,NA,Sony-NEX-6.csv
Sony,NEX-7,NA,Sony-NEX-7.csv
Sony,NEX-C3,NA,Sony-NEX-C3.csv
Sony,NEX-F3,NA,Sony-NEX-F3.csv
Sony,NEX-VG20,NA,Sony-NEX-VG20.csv
Sony,NEX-VG30,NA,Sony-NEX-VG30.csv
Sony,NEX-VG900,NA,Sony-NEX-VG900.csv
Sony,SLT-A33,NA,Sony-SLT-A33.csv
Sony,SLT-A35,NA,Sony-SLT-A35.csv
Sony,SLT-A37,NA,Sony-SLT-A37.csv
Sony,SLT-A55V,NA,Sony-SLT-A55V.csv
Sony,SLT-A57,NA,Sony-SLT-A57.csv
Sony,SLT-A58,NA,Sony-SLT-A58.csv
Sony,SLT-A65,NA,Sony-SLT-A65.csv
Sony,SLT-A77,NA,Sony-SLT-A77.csv
Sony,SLT-A99V,NA,Sony-SLT-A99V.csv
Sony,Xperia 1 II Telephoto Camera,II,Sony-Xperia-1-II-Telephoto-Camera.csv
Sony,Xperia 1 II Ultra wide-angle Camera,II,Sony-Xperia-1-II-Ultra-wide-angle-Camera.csv
Sony,Xperia 1 II Wide-angle Camera,II,Sony-Xperia-1-II-Wide-angle-Camera.csv
Sony,Xperia 1 III Super Telephoto Camera,III,Sony-Xperia-1-III-Super-Telephoto-Camera.csv
Sony,Xperia 1 III Telephoto Camera,III,Sony-Xperia-1-III-Telephoto-Camera.csv
Sony,Xperia 1 III Ultra wide-angle Camera,III,Sony-Xperia-1-III-Ultra-wide-angle-Camera.csv
Sony,Xperia 1 III Wide-angle Camera,III,Sony-Xperia-1-III-Wide-angle-Camera.csv
Sony,Xperia 1 IV Ultrawide Camera,IV,Sony-Xperia-1-IV-Ultrawide-Camera.csv
Sony,Xperia 1 IV Wide Camera,IV,Sony-Xperia-1-IV-Wide-Camera.csv
Sony,Xperia 1 IV Zoom Camera,IV,Sony-Xperia-1-IV-Zoom-Camera.csv
Sony,Xperia 1 Wide-angle Camera,NA,Sony-Xperia-1-Wide-angle-Camera.csv
Sony,Xperia 5 II Telephoto Camera,II,Sony-Xperia-5-II-Telephoto-Camera.csv
Sony,Xperia 5 II Ultra wide-angle Camera,II,Sony-Xperia-5-II-Ultra-wide-angle-Camera.csv
Sony,Xperia 5 II Wide-angle Camera,II,Sony-Xperia-5-II-Wide-angle-Camera.csv
Sony,Xperia 5 III Super Telephoto Camera,III,Sony-Xperia-5-III-Super-Telephoto-Camera.csv
Sony,Xperia 5 III Telephoto Camera,III,Sony-Xperia-5-III-Telephoto-Camera.csv
Sony,Xperia 5 III Ultra wide-angle Camera,III,Sony-Xperia-5-III-Ultra-wide-angle-Camera.csv
Sony,Xperia 5 III Wide-angle Camera,III,Sony-Xperia-5-III-Wide-angle-Camera.csv
Sony,Xperia 5 IV Telephoto Camera,IV,Sony-Xperia-5-IV-Telephoto-Camera.csv
Sony,Xperia 5 IV Ultrawide Camera,IV,Sony-Xperia-5-IV-Ultrawide-Camera.csv
Sony,Xperia 5 IV Wide Camera,IV,Sony-Xperia-5-IV-Wide-Camera.csv
Sony,Xperia 5 Wide-angle Camera,NA,Sony-Xperia-5-Wide-angle-Camera.csv
Sony,Xperia PRO-I Telephoto Camera,NA,Sony-Xperia-PRO-I-Telephoto-Camera.csv
Sony,Xperia PRO-I Ultrawide Camera,NA,Sony-Xperia-PRO-I-Ultrawide-Camera.csv
Sony,Xperia PRO-I Wide Camera,NA,Sony-Xperia-PRO-I-Wide-Camera.csv
Sony,ZV-E10,NA,Sony-ZV-E10.csv
Xiaomi,12S Pro Rear Telephoto Camera,NA,Xiaomi-12S-Pro-Rear-Telephoto-Camera.csv
Xiaomi,12S Pro Rear Ultrawide Camera,NA,Xiaomi-12S-Pro-Rear-Ultrawide-Camera.csv
Xiaomi,12S Pro Rear Wide Camera,NA,Xiaomi-12S-Pro-Rear-Wide-Camera.csv
Xiaomi,12S Rear Ultrawide Camera,NA,Xiaomi-12S-Rear-Ultrawide-Camera.csv
Xiaomi,12S Rear Wide Camera,NA,Xiaomi-12S-Rear-Wide-Camera.csv
Xiaomi,12S Ultra Rear Telephoto Camera,NA,Xiaomi-12S-Ultra-Rear-Telephoto-Camera.csv
Xiaomi,12S Ultra Rear Ultrawide Camera,NA,Xiaomi-12S-Ultra-Rear-Ultrawide-Camera.csv
Xiaomi,12S Ultra Rear Wide Camera,NA,Xiaomi-12S-Ultra-Rear-Wide-Camera.csv
Xiaomi,13 Pro Rear Telephoto Camera,NA,Xiaomi-13-Pro-Rear-Telephoto-Camera.csv
Xiaomi,13 Pro Rear Ultrawide Camera,NA,Xiaomi-13-Pro-Rear-Ultrawide-Camera.csv
Xiaomi,13 Pro Rear Wide Camera,NA,Xiaomi-13-Pro-Rear-Wide-Camera.csv
Xiaomi,13 Rear Telephoto Camera,NA,Xiaomi-13-Rear-Telephoto-Camera.csv
Xiaomi,13 Rear Ultrawide Camera,NA,Xiaomi-13-Rear-Ultrawide-Camera.csv
Xiaomi,13 Rear Wide Camera,NA,Xiaomi-13-Rear-Wide-Camera.csv
Xiaomi,Mi 11 Lite Front Camera,NA,Xiaomi-Mi-11-Lite-Front-Camera.csv
Xiaomi,Mi 11 Lite Rear Ultrawide Camera,NA,Xiaomi-Mi-11-Lite-Rear-Ultrawide-Camera.csv
Xiaomi,Mi 11 Lite Rear Wide Camera,NA,Xiaomi-Mi-11-Lite-Rear-Wide-Camera.csv
Apple,iPad13.1 back camera,NA,"iPad13,1-back-camera.csv"
Apple,iPad13.10 back camera,NA,"iPad13,10-back-camera.csv"
Apple,iPad13.11 back camera,NA,"iPad13,11-back-camera.csv"
Apple,iPad13.16 back camera,NA,"iPad13,16-back-camera.csv"
Apple,iPad13.18 back camera,NA,"iPad13,18-back-camera.csv"
Apple,iPad13.4 back camera,NA,"iPad13,4-back-camera.csv"
Apple,iPad13.5 back camera,NA,"iPad13,5-back-camera.csv"
Apple,iPad13.6 back camera,NA,"iPad13,6-back-camera.csv"
Apple,iPad13.7 back camera,NA,"iPad13,7-back-camera.csv"
